JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Skills,Job ID
Fullstack Developer,https://www.instahyre.com/job-231165-fullstack-developer-at-linarc-chennai/,Chennai,Linarc,Collaborative project management platform for construction teams,2018.0,10,"Linarc is a collaborative project management platform that enables project owners and managers from several construction firms to manage site crews, track costs, and schedule multiple projects. ","JavaScript, Python, React.js, Vue.js",231165
Global Technical Support Manager,https://www.instahyre.com/job-327966-global-technical-support-manager-at-zinier-bangalore/,Bangalore,Zinier,Automating the routine tasks of teams,2015.0,200,"Zinier is the leader in intelligent field service automation, helping organisations work smarterfrom the back office to the fieldto install, fix, and maintain the services that they rely on every day.","L2 Support, L3 Support, Technical Support, Escalation Management, IT Support, SQL",327966
Senior Software Developer L5,https://www.instahyre.com/job-327538-senior-software-developer-l5-at-loopio-work-from-home/,Work From Home,Loopio,"Helping respond to RFPs, RFIs, and questionnaires with ease",2014.0,200,"Loopio is a tech firm that empowers top companies like Thomson Reuters, IBM, Netskope, Sprinklr, and more by building a RFP response software that streamlines the response to RFP, RFIs, and Security Questionnaires. ","Node.js, Elasticsearch, PHP, Java, Microservices",327538
Senior Data Scientist,https://www.instahyre.com/job-313192-senior-data-scientist-at-arya-mumbai/,Mumbai,Arya.ai,"Autonomous AI operating platform for banks, insurers and financial services",2013.0,10,"Arya is an autonomous AI operating platform for banks, insurers, and financial service providers that simplifies buildout and manages the deployment of deep learning-based applications. ","Transformers, Python, Generative AI, TensorFlow, Neural Networks",313192
Sr. Product Manager,https://www.instahyre.com/job-327335-sr-product-manager-at-elivaas-gurgaon/,Gurgaon,Elivaas,Making second home ownership a rewarding experience,2021.0,10,"Elivaas is a tech-driven villa and luxury apartment management system that helps owners monetize, monitor and maintain their vacation homes to provide an exceptional hospitality experience for guests. ",Product Management,327335
Data Analyst - 2 (Senior Data Analyst),https://www.instahyre.com/job-309407-data-analyst-2-senior-data-analyst-at-games24x7-bangalore/,Bangalore,Games24x7,The Science of Gaming,2006.0,200,"Games24x7 is an onine gaming company that created RummyCircle, India's most popular card game. Offers an online multi-player skilled card game in popular formats for free and for cash. ","Hive, Power BI, Python, R, SQL, Tableau",309407
Senior Data Engineer,https://www.instahyre.com/job-329408-senior-data-engineer-at-capgemini-bangalore/,Bangalore,Capgemini,Together for sustainable futures,1967.0,1000,"Capgemini is an IT services and consulting company that partners with companies to transform and manage their business while leveraging cloud, data, AI, connectivity, software, digital engineering, and platforms. ","Azure, Databricks, Data Analysis",329408
Senior Software Engineer,https://www.instahyre.com/job-329374-senior-software-engineer-at-samsara-bangalore/,Bangalore,Samsara,Pioneer of the connected cloud operations,2015.0,1000,"Samsara is a software development company that enables over 20,000 customers across North America and Europe with a platform to harness IoT data to develop actionable insights and improve their operations. ","Java, JavaScript, Angular, Backbone.js, Ember.js, jQuery, Node.js, React.js, Vue.js",329374
Graphic Designer,https://www.instahyre.com/job-329117-graphic-designer-at-oracle-bangalore/,Bangalore,Oracle,Integrated Cloud Applications and Platform Services,1980.0,1000,"With more than 380,000 customers including 100 of the Fortune 100 and with deployments across a wide variety of industries in more than 145 countries, offers an optimized and integrated stack of software systems. ","Graphic Design, Illustrator, InDesign, Photoshop",329117
Software Development Engineer 2,https://www.instahyre.com/job-321906-software-development-engineer-2-at-tide-work-from-home/,Work From Home,Tide,"Tide means business, We're building an all-in-one finance platform",2015.0,1000,"Tide is the leading provider of UK SME business accounts and one of the fastest-growing FinTechs in the UK, specializing in transforming the business banking market. ","Java, Spring",321906
Senior Software Engineer,https://www.instahyre.com/job-174616-senior-software-engineer-at-google-2-bangalore-hyderabad-work-from-home/,"Bangalore,Hyderabad,Work From Home",Google,Do the Right Thing,1998.0,1000,"Headquartered in Silicon Valley, Google's mission is to organize the worlds information and make it universally accessible and useful. It operates the world's leading online search engine among various other products and services.",".NET, C, C#, C++, Golang, Java, Python",174616
Staff Frontend Engineer,https://www.instahyre.com/job-300112-staff-frontend-engineer-at-aidash-bangalore/,Bangalore,AiDash,"Let’s create a  greener, cleaner, safer planet from space",2019.0,200,"AiDash Saas platform enables asset management and operations in industries with geographically distributed assets with an AI-first approach using multispectral imagery, and SAR data from satellite constellations. ",React.js,300112
Software Engineer (Backend),https://www.instahyre.com/job-329086-software-engineer-backend-at-phonepe-bangalore/,Bangalore,PhonePe,BHIM UPI based App to provide a cashless and a seamless payment experience,2015.0,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India. ","C, C++, Golang, Java",329086
Full Stack Dveloper (Java),https://www.instahyre.com/job-329365-full-stack-dveloper-java-at-epam-systems-bangalore-chennai-hyderabad/,"Bangalore,Chennai,Hyderabad",EPAM Systems,Software Product Development Services,1993.0,1000,"US based EPAM Systems is a leading global product development and digital platform engineering services company. With a presence around the world, it has ranked #12 in FORBES 25 Fastest Growing Public Tech Companies.","Java, JavaScript, React.js",329365
Technical Program Manager,https://www.instahyre.com/job-329560-technical-program-manager-at-gokwik-bangalore-gurgaon/,"Bangalore,Gurgaon",GoKwik,Think Conversion ~ Think GoKwik,2020.0,50,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet covering the entire user journey from the point of placing orders till the orders get delivered. ,"Agile, PMO, PMP, Program Management, Project Management, Scrum",329560
Senior Golang Developer,https://www.instahyre.com/job-326532-senior-golang-developer-at-zopsmart-technology-bangalore/,Bangalore,ZopSmart Technology,Future of Retail Technology,2016.0,50,"Zopsmart provides solutions for e-commerce and m-commerce, website development, digital marketing, e-wallet, PoS system, customer & order management, logistics systems, and monitoring/analytics. ",Golang,326532
Data Science Manager,https://www.instahyre.com/job-329486-data-science-manager-at-moengage-bangalore/,Bangalore,MoEngage,Great Place to Work® Certified,2014.0,200,"A fast growing User Analytics and Engagement platform for mobile apps, already used by companies like Cleartrip, Ibibo, Redbus, Gaana, etc. The company has raised over $5 million in funding. ","PySpark, NumPy, Hadoop, Scikit-learn, RStudio",329486
Technical Lead - Platform,https://www.instahyre.com/job-329517-technical-lead-platform-at-myntra-3-bangalore/,Bangalore,Myntra,India's largest fashion and lifestyle online shopping app,2007.0,1000,"Myntra is India's leading online fashion and lifestyle e-commerce store. Founded in 2007 it was acquired by Flipkart in 2014 It has itself acquired many startups like Jabong, Native5 Exclusively. in and others. ","Microservices, Distributed Systems",329517
Product / UI Designer,https://www.instahyre.com/job-324954-product-ui-designer-at-obviously-ai-bangalore/,Bangalore,Obviously AI,Providing a fast and precise no-code AI platform,2020.0,10,"Obviously AI is an AI-based predictive analytics startup that enables non-technical data scientists and business analysts to rapidly run predictions on their historical data, with just a few clicks. ",Figma,324954
Decision Science Analyst,https://www.instahyre.com/job-322865-decision-science-analyst-at-jumbotail-bangalore/,Bangalore,Jumbotail,Organising Indian food and grocery ecosystem using technology and data science,2015.0,200,"Jumbotail is an online platform for wholesale buyers/retailers to procure their groceries, fruits and vegetables form producers/manufacturers. Founders are Stanford MBAs. The company has raised $2 million in VC funding.","SQL, Python, R, Data Analysis, Tableau",322865
SDET,https://www.instahyre.com/job-320185-sdet-at-groww-2-bangalore/,Bangalore,Groww,"Investing made free, safe & easy",2017.0,500,"Groww is an online platform where users can find mutual funds to invest in and can invest their money without any hassles or charges. They help investors with full transparency, objective evaluation, and ease.","Java, Selenium, Appium, Automation Testing, Mobile Apps Testing",320185
Data Scientist,https://www.instahyre.com/job-327217-data-scientist-at-myntra-3-bangalore/,Bangalore,Myntra,India's largest fashion and lifestyle online shopping app,2007.0,1000,"Myntra is India's leading online fashion and lifestyle e-commerce store. Founded in 2007 it was acquired by Flipkart in 2014 It has itself acquired many startups like Jabong, Native5 Exclusively. in and others. ",Python,327217
Head of Engineering,https://www.instahyre.com/job-304839-head-of-engineering-at-leremitt-work-from-home/,Work From Home,LeRemitt,Cross-border fin-tech platform,2022.0,1,"LeRemitt is a fin-tech firm with a cross border platform for MSMEs in international trade offering financial solutions like secure payment, dedicated support, streamlined processes, and valuable trade intelligence. ","React.js, Node.js, Java",304839
Product Support Specialist - L1,https://www.instahyre.com/job-329557-product-support-specialist-l1-at-cornerstone-ondemand-pune/,Pune,Cornerstone OnDemand,We Help Companies Strategically And Continuously Develop Their Talent,1999.0,1000,"Cornerstone OnDemand is a global Computer Software company that offers solutions wrt Recruiting, Personalized Learning, Human Capital Management, HR Planning, etc. It is listed on NASDAQ. ",Technical Support,329557
Engineering Manager,https://www.instahyre.com/job-326918-engineering-manager-at-razorpay-bangalore/,Bangalore,Razorpay,Powering the finance,2014.0,1000,"Razorpay provides an easy to integrate payment gateway solution that blends seamlessly with the customer's website. Has raised funds from Silicon Valley based Y-Combinator, VCs and Snapdeal and Inmobi co-founders. ","Golang, Java, Node.js, PHP, Python, Hibernate, J2EE, Spring",326918
Software Engineer,https://www.instahyre.com/job-329476-software-engineer-at-emitrr-work-from-home/,Work From Home,Emitrr,Never miss a call,2019.0,10,"Emitrr offers an all-time answering software featuring customer query handling, that solves the problem of missing customer calls of small businesses with its intelligent conversational AI platform. ","JavaScript, Node.js, React.js",329476
Social Media Manager,https://www.instahyre.com/job-327085-social-media-manager-at-rootquotient-chennai/,Chennai,RootQuotient,"Digital values, delivered",2018.0,50,"RootQuotient is a software development company that specializes in web, mobile, data, and cloud technologies and caters to various digital transformations and consultation needs of startups and SMEs. ",Social Media Marketing,327085
Staff Front End Engineer,https://www.instahyre.com/job-315207-staff-front-end-engineer-at-walmart-global-tech-india-chennai/,Chennai,Walmart Global Tech India,Powering retail technology,1962.0,1000,Walmart is the world's largest company by revenue - approx $480 billion according to the Fortune Global 500 list in 2016 Walmart Labs is the technology arm of Walmart with a major development center in Bangalore. ,"CSS, HTML, JavaScript, React.js",315207
Backend Developer (Django),https://www.instahyre.com/job-324478-backend-developer-django-at-onefin-bangalore-work-from-home/,"Bangalore,Work From Home",OneFin,One stop financial technology solution for businesses,2016.0,10,OneFin offers a cloud-based application suite that provides a mobile-enabled enterprise solution for information management of microfinance institutions and banks for delivery of door-step financial services. ,"Python, Django",324478
Tech Lead,https://www.instahyre.com/job-328146-tech-lead-at-werize-bangalore/,Bangalore,WeRize,India’s first socially distributed full stack financial services platform for sm,2019.0,50,"WeRize is the Indian fintech platform and a full-stack financial services provider that manufactures and distributes a wide portfolio of customized credit, insurance, and savings products for its customers. ","Spring Boot, Java, Microservices, AWS, PostgreSQL",328146
Engineering Manager,https://www.instahyre.com/job-324659-engineering-manager-at-bimaplan-bangalore/,Bangalore,Bimaplan,Driving insurance adoption through technology,2020.0,10,Bimaplan is an insurtech platform that drives insurance adoption by enabling businesses to seamlessly distribute insurance products to their customers thus providing financial security to underserved populations. ,"AWS, JavaScript, Node.js, Data Structures, React.js",324659
Practice Manager,https://www.instahyre.com/job-329373-practice-manager-at-consero-global-work-from-home/,Work From Home,Consero Global,Finance as a service - beyond outsourcing,2006.0,500,"Consero is a financial and accounting firm that offers technology and cloud-based finance as a service to SMEs and startups which includes financial bookkeeping, funding, financial operations, and more. ","Investment Management, Stakeholder Management, Accounting, Customer Interaction",329373
Senior Software Engineer,https://www.instahyre.com/job-323793-senior-software-engineer-at-cheq-2-bangalore/,Bangalore,CheQ,Enabling easy repayments and real rewards,2022.0,10,CheQ is a fintech startup that aims to make it easier for users to find and manage their credit products online by helping customers with easy repayments and rewards while encrypting all transactions. ,"Generative AI, LLMs, Python",323793
International Sales Manager,https://www.instahyre.com/job-326323-international-sales-manager-at-turningcloud-solutions-delhi-gurgaon-work-from-home/,"Delhi,Gurgaon,Work From Home",TurningCloud Solutions,Leading technology innovators and senior cloud professionals,2015.0,10,"TurningCloud Solutions is an IT services and consulting organization that helps a range of business segments across product development, digital integration, cloud migration, and engineering solutions. ","Business Development, Corporate Sales, Direct Sales, International Sales, Sales",326323
Practice Manager - Investment Management,https://www.instahyre.com/job-329536-practice-manager-investment-management-at-consero-global-bangalore/,Bangalore,Consero Global,Finance as a service - beyond outsourcing,2006.0,500,"Consero is a financial and accounting firm that offers technology and cloud-based finance as a service to SMEs and startups which includes financial bookkeeping, funding, financial operations, and more. ","Investment Management, Project Management, Portfolio Management, Finance, Stakeholder Management",329536
Software Engineer (Machine Learning),https://www.instahyre.com/job-286705-software-engineer-machine-learning-at-shield-bangalore/,Bangalore,Shield,The mobile-first risk intelligence platform,2008.0,50,"Shield is a risk intelligence company that offers solutions for device fingerprinting, enterprise-grade protection, ad fraud prevention, and alternative credit risk intelligence to empower businesses to stop fraud. ","Machine Learning, Fraud Management, Credit Risk Management, Python",286705
SDE 3 (Backend),https://www.instahyre.com/job-327172-sde-3-backend-at-dream11-mumbai/,Mumbai,Dream11,Make every game exciting,2011.0,50,Dream11 is an online platform for playing real time fantasy cricket and football leagues. Users can form leagues and invite friends to play and compete for scores. Winner of the prestigious Red Herring Global Top 100 Award. VC funded.,"Java, J2EE, Microservices, Vert.x, Aerospike",327172
Machine Learning Engineer,https://www.instahyre.com/job-319352-machine-learning-engineer-at-porter-bangalore/,Bangalore,Porter,Good For Goods,2014.0,500,"Porter, an online logistics marketplace, has raised US $5.5 Mn in series A funding from Sequoia, Kae and other investors. It aims to disrupt and organize the $6 Bn mini truck transportation market in India. ","Machine Learning, Python, NLP, Spark, PyTorch",319352
React.js Developer,https://www.instahyre.com/job-327773-reactjs-developer-internship-at-klimb-work-from-home/,Work From Home,Klimb.io,For Proactive Organisations Who Want Better Control Of Recruiting Outcomes,2015.0,10,"Klimb provides a cloud-based recruitment process management suite. Offers a product that aims to bring speed and intelligence to recruitment, and a learning platform which helps recruiters with tech hiring.","React.js, JavaScript, MongoDB, AWS",327773
Director of Customer Success,https://www.instahyre.com/job-328113-director-of-customer-success-at-loginradius-hyderabad/,Hyderabad,LoginRadius,Customer Identity Management  Simplified for Everyone,2012.0,50,"LoginRadius is a provider of Customer Identity and Access Management Solutions serving over 3000 businesses with a monthly reach of 650 Mil users worldwide. Named as industry leader by Gartner, Forrester & more.","Identity Access Management (IAM), Enterprise Software",328113
Business Analyst,https://www.instahyre.com/job-328882-business-analyst-at-adcuratio-bangalore/,Bangalore,Adcuratio,Reimagining TV with national custom messaging,2015.0,10,"Adcuratio Media transform Broadcast and Cable TV by enabling precision audience targeting at-scale for National advertisers with Integrated Planning, Marketing, AI & Data Analytics. ",Product Management,328882
SDE1,https://www.instahyre.com/job-329234-sde1-at-salesken-bangalore/,Bangalore,Salesken,Conversational Intelligence For Sales Agents To Sell Better,2018.0,50,"Salesken is a Computer Software company that provides services related to customer-salesperson interactions, specializing in inside sales, conversational AI, NLP, signal engines, script analysis, etc. ","Java, Hibernate, Spring",329234
React Native Developer - Intern,https://www.instahyre.com/job-329321-react-native-developer-intern-internship-at-klimb-work-from-home/,Work From Home,Klimb.io,For Proactive Organisations Who Want Better Control Of Recruiting Outcomes,2015.0,10,"Klimb provides a cloud-based recruitment process management suite. Offers a product that aims to bring speed and intelligence to recruitment, and a learning platform which helps recruiters with tech hiring.","React Native, JavaScript, React.js, HTML, CSS",329321
Backend Engineer - Node.js,https://www.instahyre.com/job-309328-backend-engineer-nodejs-at-refactor-academy-2-bangalore/,Bangalore,Refactor Academy,Accelerating Learners' Career in tech,2022.0,10,Refactor Academy is an education-providing organization that provides outcome-based training and high-growth tech-enabled boot camps for learners along with assistance in job opportunities. ,"Node.js, Express.js",309328
Fullstack Developer,https://www.instahyre.com/job-329543-fullstack-developer-at-datafloat-work-from-home/,Work From Home,dataFloat,Be the expert your clients expect,2000.0,200,"dataFloat provides a model framework for building fluid, lightening fast applications designed specifically for web browser display specializing in providing data analysis tools for real estate market.","Drupal, PHP, React.js",329543
Java Developer,https://www.instahyre.com/job-323999-java-developer-at-delhivery-gurgaon/,Gurgaon,Delhivery,Enabling commerce,2011.0,1000,"Delhivery is a fulfilment platform for digital commerce specializing in Omni-channel solutions, Order fulfilment solutions, Reverse Logistics, Payment collection, Express shipping, Logistics Technology, etc. ","Java, Microservices, Spring Boot, Data Structures, Algorithms",323999
Tech Lead - Backend,https://www.instahyre.com/job-313006-tech-lead-backend-at-thena-bangalore/,Bangalore,Thena,We help to manage customers in slack,2022.0,1,"Thena is a customer engagement platform for Slack that organizes customer channels with request identification, connects to internal tools, allows customer escalations, notifies teams, and analyzes their behavior. ","Node.js, AWS, JavaScript, Data Structures, Algorithms",313006
Product Manager,https://www.instahyre.com/job-328181-product-manager-at-highlevel-work-from-home/,Work From Home,HighLevel,The fastest growing white-label platform,2018.0,500,"HighLevel is a SaaS-based B2B marketing platform that empowers marketing agencies with various automated tools across marketing, revenue, lead generation, and communication spaces. ",Product Management,328181
Senior Data Engineer,https://www.instahyre.com/job-329544-senior-data-engineer-at-treint-noida/,Noida,Treint,Revolutionizing healthcare,2022.0,50,"Trient is a health-tech platform leveraging treatment intelligence to offer a digital solution for analyzing medical data, appointments, and various health management services through a user-friendly app interface. ","Data Analysis, Data Warehousing, ETL, Amazon Redshift, Azure Data Factory, BigQuery, Hadoop, Informatica, Oracle Database, Snowflake, Spark, SQL, Talend",329544
Sr. Software Engineer,https://www.instahyre.com/job-318258-sr-software-engineer-at-applicate-it-solutions-bangalore-gurgaon/,"Bangalore,Gurgaon",Applicate IT Solutions,To exponentially augment Sales Team's competency and intelligence with AI,2014.0,50,"Applicate IT Solutions caters to an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement. ","Java, JavaScript, Hibernate, React.js, Spring",318258
CRM Developer - Admin,https://www.instahyre.com/job-329538-crm-developer-admin-at-treint-bangalore/,Bangalore,Treint,Revolutionizing healthcare,2022.0,50,"Trient is a health-tech platform leveraging treatment intelligence to offer a digital solution for analyzing medical data, appointments, and various health management services through a user-friendly app interface. ",MySQL,329538
Sr. Microservices Developer (Java),https://www.instahyre.com/job-319533-sr-microservices-developer-java-at-publicis-sapient-4-bangalore-gurgaon-noida/,"Bangalore,Gurgaon,Noida",Publicis Sapient,Helping people thrive in the brave pursuit of next,1990.0,1000,Publicis Sapient is designed to address Digital Business Transformation imperative helping established organizations get their future a digitally-enabled state in the way they work & serve their customers. ,"Java, Spring",319533
Lead Data Scientist,https://www.instahyre.com/job-325993-lead-data-scientist-at-out-of-the-blue-bangalore/,Bangalore,Out of the Blue,AI for peace of mind,2020.0,1,Out of the Blue is an AI-driven business intelligence platform that provides actionable insights to organizations by identifying data patterns and consumer behavior changes that affects KPIs. ,"Python, TensorFlow, PyTorch",325993
Lead Frontend Developer,https://www.instahyre.com/job-307969-lead-frontend-developer-at-digit-insurance-bangalore/,Bangalore,Digit Insurance,"Bringing the change, living the change",2016.0,500,"Digit is a general insurance company that offers simplified general insurance products like insurance for cars, mobile handsets, travel, and jewelry, keeping the whole insurance process easy and hassle-free. ","Angular, HTML, CSS, jQuery, JavaScript",307969
Frontend Software Engineer,https://www.instahyre.com/job-329204-frontend-software-engineer-at-nielsen-bangalore/,Bangalore,Nielsen,"What people watch, listen to and buy",1923.0,1000,"Nielsen is a global IT & Services company that offers measurement and data analytics related solutions of consumers & markets worldwide. It specializes in TV, Radio, CPG & Retail, Books & DVDs, etc.","React.js, TypeScript, JavaScript, Redux",329204
Engineering Manager (UAV),https://www.instahyre.com/job-328836-engineering-manager-uav-at-aereo-bangalore/,Bangalore,Aereo,Transform industry-specific operations with fast drone surveys,2013.0,500,"Aereo is a drone intelligence company that manufactures industry-grade drones that can be easily operated without specialized training and can be utilized in mining, urban planning, infrastructure, and agriculture. ","C, Embedded Systems, Firmware Development, Embedded C, RTOS",328836
Frontend Engineer,https://www.instahyre.com/job-324336-frontend-engineer-at-pagarbook-bangalore/,Bangalore,PagarBook,Employee management tool for MSME's in India,2019.0,50,"PagarBook is India's first staff management app for MSMEs catering to a SaaS product for the first time internet users, specializing in the automatic calculation of salary amount, attendance list, etc.",JavaScript,324336
Product Manager,https://www.instahyre.com/job-322769-product-manager-at-teamohana-2-work-from-home/,Work From Home,TeamOhana,A better way to build a winning organization,2021.0,10,TeamOhana is a headcount management platform that empowers growth organizations to execute their strategic hiring plans on time and adapt to the rapidly changing workforce by improving collaboration. ,"Product Management, Data Analysis, SQL",322769
IT Support Engineer,https://www.instahyre.com/job-326406-it-support-engineer-at-medibuddy-bangalore/,Bangalore,MediBuddy,Your Health Buddy,2013.0,1000,MediBuddy is a comprehensive one-stop health management platform. It offers informed healthcare decisions to its users connected by their technology and partnerships. ,"IT Support, Networking",326406
Senior Product Designer,https://www.instahyre.com/job-7531-senior-product-designer-at-cyware-labs-bangalore/,Bangalore,Cyware Labs,Building a Self Responding Collective Defense Network,2016.0,200,Cyware is an app to help cyber security professionals and general internet users stay informed about happenings in the cyber world with expertly curated stories and updates. ,"UX Design, Visual Design",7531
Business Development Executive,https://www.instahyre.com/job-313557-business-development-executive-at-submit-core-mohali/,Mohali,Submit Core,Witness the development in the SEO technology,2018.0,10,"Submitcore is a content-driven SEO firm offering link-building, content writing, content marketing, web design, development, local SEO, and outsourcing services for various businesses to enhance brand authority. ","Business Development, Sales",313557
Program Manager,https://www.instahyre.com/job-313172-program-manager-at-chargeup-delhi/,Delhi,Chargeup,Future of mobility,2019.0,10,Chargeup operates in electric mobility space and offers battery swapping services to solve the inconvenience of long charging hours of 2-3 wheelers EVs through its network of battery swapping hubs. ,"Customer Service, Customer Interaction, Customer Relationship",313172
Senior Motion Graphic Designer,https://www.instahyre.com/job-318693-senior-motion-graphic-designer-at-gameberry-labs-bangalore/,Bangalore,Gameberry Labs,"With 25M+ MAU, our games are thrilling adventure for designers, engineers",2017.0,50,Gameberry Labs is building the next-gen social games aimed at bringing people closer. Has successfully built a global user base for their first two games: Ludo STAR and Parcheesi STAR. ,"2D Animation, 3D Animation, Graphic Design, Adobe After Effects, Illustrator, Photoshop",318693
Backend Lead,https://www.instahyre.com/job-301840-backend-lead-at-prophecy-bangalore/,Bangalore,Prophecy,Cloud Native Data Engineering product on Spark & Kubernetes,2017.0,50,Prophecy.io is a cloud-native data engineering product built on technology for the Fortune 500 that helps enterprises modernize their data engineering with open runtimes and hybrid cloud deployments. ,"Java, Spring Boot, Microservices, Zookeeper, Kafka",301840
Sr. ML Engineer,https://www.instahyre.com/job-294237-sr-ml-engineer-at-botminds-ai-bangalore/,Bangalore,Botminds AI,AI Platform to bring documents to life,2015.0,50,"Botminds is an AI-driven document automation platform enabling enterprises to efficiently capture, search, analyze, and automate document and web data, partnering with Microsoft, Cognizant, SLK and more. ","NLP, Python, LLMs, PyTorch, TensorFlow",294237
DevOps Engineer - I,https://www.instahyre.com/job-328446-devops-engineer-i-at-optiq-bangalore/,Bangalore,OptIQ.AI,Cloud automation platform for developers,2021.0,1,"OptIQ is an AI and cloud specialized, software development organization that helps developers manage operations and security while creating a secure and compliant infrastructure stack for enterprises. ","Docker, DevOps, AWS, Python, Kubernetes",328446
Sr. EM Backend,https://www.instahyre.com/job-319746-sr-em-backend-at-uni-cards-2-bangalore/,Bangalore,Uni Cards,The future of credit is here with Uni!,2020.0,50,Uni Cards is a fintech company backed by marquee investors that provides new-age credit cards for the digital generation that allows paying monthly spending in 3 parts over 3 months for no extra charges. ,"Java, Kafka, Microservices, Engineering Management, Spring",319746
Staff Software Engineer,https://www.instahyre.com/job-314310-staff-software-engineer-at-intuit-bangalore/,Bangalore,Intuit,Build solutions to challenging financial problems and Power Prosperity,1983.0,1000,"Intuit is an MNC that develops financial and tax preparation software. It makes the personal finance programs Quicken and TurboTax, and the small business accounting program QuickBooks. ","Java, Node.js, Spring",314310
Java Developer,https://www.instahyre.com/job-327765-java-developer-at-gracenote-nielsen-mumbai/,Mumbai,Gracenote (Nielsen),Data & Technology Trusted by the World's Top Entertainment Platforms,1998.0,1000,US headquartered Gracenote (owned by Nielsen) maintains and licenses an internet accessible database containing information about the contents of audio CDs and Vinyl Records. Provides software and metadata to businesses.,"Java, Data Structures, Spring, Kafka, AWS",327765
L2 Support Engineer,https://www.instahyre.com/job-314290-l2-support-engineer-at-anunta-technologies-mumbai/,Mumbai,Anunta Technologies,Unparalleled expertise in putting the U at the very center of EUC,2012.0,500,"Anuntac provides Application Delivery as a Service (ADaaS) on its proprietary platform. Also offers managed hosted desktops, remote infrastructure management, service desk, managed data center services and more.","Active Directory, DHCP, System Administration, DNS, Windows",314290
Machine Learning Engineer,https://www.instahyre.com/job-318320-machine-learning-engineer-at-neuron7-bangalore/,Bangalore,Neuron7,Diagnose and resolve issues in seconds,2020.0,10,Neuron7 is an AI-driven service intelligence platform that works with existing customer service systems and data to help large-scale service enterprises diagnose issues and deliver crucial service outcomes. ,NLP,318320
SDET - Data,https://www.instahyre.com/job-329500-sdet-data-at-altimetrik-work-from-home/,Work From Home,Altimetrik,Technology Solutions for Digital | Connected Solutions | Consumer Technologies,2012.0,1000,"Altimetrik is an IT company that provides technology solutions to enterprises in areas of Digital, Connected Solutions and Consumer Technologies. Has offices globally including India, Singapore, UAE and Uruguay. ","SDET, SQL, ETL, Python, AWS",329500
Senior Data Engineer,https://www.instahyre.com/job-327908-senior-data-engineer-at-blend360-hyderabad/,Hyderabad,Blend360,Marketing solutions enabled by data science,2005.0,200,"Blend360 is a marketing and data science consulting firm that offers various solutions in the field of marketing strategy and activation, market technology, engagements, and ROI, etc powered by data science. ","Python, Big Data, SQL, Hadoop, ETL",327908
Systems Architect (Backend),https://www.instahyre.com/job-315477-systems-architect-backend-at-mercari-bangalore/,Bangalore,Mercari,Japan’s largest C2C marketplace,2013.0,500,"Mercari is an online marketplace app that allows its users to buy and sell items like apparel, toys, electronic gadgets, and more from their smartphones while having a fast-growing user base with 50 Mn downloads. ",Java,315477
Senior QA Engineer,https://www.instahyre.com/job-326120-senior-qa-engineer-at-ces-work-from-home/,Work From Home,CES,CES is an Information Technology and Business Process Management company,1996.0,1000,"CES is an IT and business proCESs management company expertized in providing digital transformation, enterprise apps, and managed IT solutions to empower enterprises with high-quality niche solutions. ","API Testing, Manual Testing",326120
Lead Data Engineer,https://www.instahyre.com/job-294373-lead-data-engineer-at-e2open-hyderabad/,Hyderabad,E2open,Strategic digital supply chain software,2000.0,1000,"E2open aims to create a more connected, intelligent supply chain with sensing and responding to real-time demand, supply and delivery constraints, specializing in inventory optimization, demand planning, etc.","Python, PySpark, SQL, Azure Data Factory, Data Analysis",294373
Sr. Software Engineer - Backend,https://www.instahyre.com/job-314435-sr-software-engineer-backend-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,"Big Data, Java, Microservices",314435
Content Writer,https://www.instahyre.com/job-329076-content-writer-at-juego-studios-bangalore/,Bangalore,Juego Studios,Game and app development company,2011.0,200,"Juego Studios is a game design and development company that provides end-to-end game development services worldwide for Unity3D, Unreal, PlayCanvas, blockchain games, VR, NFT, metaverse, and more. ","Content Marketing, Content Writing, English Content",329076
Dotnet Developer,https://www.instahyre.com/job-329433-dotnet-developer-at-lepton-software-gurgaon/,Gurgaon,Lepton Software,Global Provider of Innovative Mapping Solutions & Services,1994.0,200,"Lepton specializes in location intelligence solutions such as location analytics, GIS and mapping, remote sensing, network planning, map-centric BI, etc. serving telecom, IT, automotive, logistics, etc. sectors. ","ASP.NET, C#, .NET, HTTP",329433
Full Stack Developer,https://www.instahyre.com/job-329418-full-stack-developer-at-easebuzz-pune/,Pune,Easebuzz,Digital payments platform for growing businesses,2014.0,50,Easebuzz is a fintech firm that aims to help B2B organizations and growing startups in digitizing their payments through its smart APIs and range of financial solutions through its SaaS platform. ,"Django, React.js",329418
