JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Job ID,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10
Senior Data Engineer,https://www.instahyre.com/job-326758-senior-data-engineer-at-beem-2-work-from-home/,Work From Home,Beem,AI-first fin-tech platform,2020.0,50,Beem is a tech-based financial services company providing an AI-first fin-tech platform that allows individuals to seamlessly access affordable financial services like personal credit via its iOS and Android apps. ,326758,Data Mining,Machine Learning,NLP,Python,,,,,,
Senior Data Scientist,https://www.instahyre.com/job-318699-senior-data-scientist-at-lowes-bangalore/,Bangalore,Lowe's,Do it right for less,1921.0,1000,"Lowe's is a US-based retail company specializing in home improvement that operates across 2,200 home improvement and hardware stores and focuses on creating safe, affordable housing for over 20 million customers. ",318699,Python,Machine Learning,SQL,TensorFlow,PyTorch,,,,,
Senior Software Engineer,https://www.instahyre.com/job-320634-senior-software-engineer-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,320634,DevOps,Build Tools,AWS,Google Cloud,Git,,,,,
Senior Software Engineer,https://www.instahyre.com/job-295081-senior-software-engineer-at-trajector-gurgaon/,Gurgaon,Trajector,Helping people with disabilities receive necessary benefits,2019.0,1000,Trajector is a Veteran-owned firm providing necessary medical evidence and support to help under-served and at-risk disabled individuals in the US receive qualified treatments from government and private entities. ,295081,Node.js,Serverless Framework,AWS,CI - CD,React.js,,,,,
Software Development Engineer - II,https://www.instahyre.com/job-322442-software-development-engineer-ii-at-zet-noida/,Noida,ZET,Enabling financial inclusions for the next billion Indians,2019.0,50,OneCode is a tech-enabled agent-led distribution platform that connects brands and relevant sellers to sell products and services to trust deficit and less tech-savvy customers through assisted sales and support. ,322442,Java,MySQL,REST Assured,Spring Boot,,,,,,
Sales Executive (AVP),https://www.instahyre.com/job-205636-sales-executive-avp-at-flixstock-gurgaon/,Gurgaon,FlixStock,Programmatic visual content,2015.0,200,"Offers a fashion catalog creation software for ecommerce companies. Retailers can take photos of products and upload on the cloud, and its proprietary technology post processes it, avoiding the need to hire models. Has raised $5 million in funding.",205636,Business Development,Corporate Sales,International Sales,Sales,,,,,,
Software Engineer - Backend,https://www.instahyre.com/job-329085-software-engineer-backend-at-phonepe-bangalore/,Bangalore,PhonePe,BHIM UPI based App to provide a cashless and a seamless payment experience,2015.0,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India. ",329085,C,C++,Java,Python,,,,,,
Software Development Engineer 2 - Backend,https://www.instahyre.com/job-272237-software-development-engineer-2-backend-at-licious-bangalore/,Bangalore,Licious,Born To Meat,2015.0,1000,"Licious delivers hand-cut individually vacuum-sealed, packed fresh, marinated or cold cut meat. Has a central processing plant and a number of storage units in each city to ensure delivery within 90 minutes. ",272237,Java,Data Structures,Spring Boot,Microservices,,,,,,
Staff Software Engineer - Backend,https://www.instahyre.com/job-288970-staff-software-engineer-backend-at-allen-career-institute-bangalore/,Bangalore,Allen,A premier coaching institute,1988.0,1000,"Allen is a coaching institute that offers classroom, distance learning, and online courses to students who are appearing for national-level entrance exams while operating across 35+ cities nationwide. ",288970,Java,Data Structures,Algorithms,Python,C++,,,,,
Data Scientist,https://www.instahyre.com/job-299378-data-scientist-at-vmock-gurgaon/,Gurgaon,VMock,VMock is a SMART Career Platform targeted at students and professionals,2009.0,50,VMock designs and develops online platform that help in talent short-listing and executive learning and development. The platform enables users to upload their resume and get scores based on various benchmarks on their resume.,299378,Computer Vision,Machine Learning,NLP,Python,PyTorch,TensorFlow,,,,
Node & React Developer,https://www.instahyre.com/job-329607-node-react-developer-at-altimetrik-work-from-home/,Work From Home,Altimetrik,Technology Solutions for Digital | Connected Solutions | Consumer Technologies,2012.0,1000,"Altimetrik is an IT company that provides technology solutions to enterprises in areas of Digital, Connected Solutions and Consumer Technologies. Has offices globally including India, Singapore, UAE and Uruguay. ",329607,Java,Node.js,MongoDB,Spring Boot,Microservices,,,,,
Senior DevOps Engineer,https://www.instahyre.com/job-322571-senior-devops-engineer-at-observe-bangalore/,Bangalore,Observe.AI,Level-Up Your Agents with Contact Center AI,2017.0,50,"Observe. AI is an AI & NLP-enabled voice assistant platform for call centers. It empowers, assists call agents to perform their jobs better. Backed by Nexus Venture Partner, Y Combinator, and other investors. ",322571,Kubernetes,AWS,DevOps,Terraform,Python,,,,,
DevOps Engineer,https://www.instahyre.com/job-285631-devops-engineer-at-jar-bangalore/,Bangalore,Jar,Savings simplified,2020.0,50,"Jar is a micro wealth management platform and a financial advisor to the young population helping them rediscover savings. It is a reliable planner for micro-savings, financial literacy, and micro-investments. ",285631,CI - CD,Linux,AWS,Azure,Docker,Jenkins,Kubernetes,,,
Engineering Manager,https://www.instahyre.com/job-320840-engineering-manager-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,320840,Java,Engineering Management,KYC,AWS,Microservices,,,,,
Software Sales Executive,https://www.instahyre.com/job-328568-software-sales-executive-at-techior-solutions-nagpur/,Nagpur,Techior Solutions,Education Software Development Company,2007.0,10,"Techior Solutions is an Information Technology & Services company that offers courses in technical skills, effective communication, leadership and project management.",328568,Business Development,Sales,Telecalling,,,,,,,
Senior Software Engineer,https://www.instahyre.com/job-325103-senior-software-engineer-at-urbanpiper-bangalore/,Bangalore,UrbanPiper,We Believe Selling Online Can Be Made Easy For Restaurants,2016.0,10,"UrbanPiper is an IT & Services company that offers products, which include customizable websites & apps, a feature-rich CMS + CRM dashboard to manage and analyze online presence.",325103,Python,Kafka,RabbitMQ,MySQL,Amazon SNS,,,,,
Machine Learning Ops Engineer,https://www.instahyre.com/job-328890-machine-learning-ops-engineer-at-walmart-global-tech-india-bangalore/,Bangalore,Walmart Global Tech India,Powering retail technology,1962.0,1000,Walmart is the world's largest company by revenue - approx $480 billion according to the Fortune Global 500 list in 2016 Walmart Labs is the technology arm of Walmart with a major development center in Bangalore. ,328890,Machine Learning,NLP,Python,TensorFlow,,,,,,
Software Engineer,https://www.instahyre.com/job-302364-software-engineer-at-omnicell-bangalore/,Bangalore,Omnicell,The leading provider of medication management solutions,1992.0,1000,"Omnicell is a medication management platform that offers tech-enabled services, health systems, and retail pharmacies to increase operational efficiency, reduce medication errors, and improve patient safety. ",302364,.NET,JavaScript,Angular,C#,,,,,,
Frontend Developer,https://www.instahyre.com/job-329653-frontend-developer-at-gomechanic-gurgaon/,Gurgaon,GoMechanic,"Service Due Car Trouble, Wait No More Choose GoMechanic",2016.0,10,"GoMechanic aims to be the best of both worlds - Reliable and Cost-effective Car Servicing, Car repairs and Car cleaning. It is a network of technology-enabled car service centres. Founded by two IIM-A graduates.",329653,React.js,HTML,CSS,Jest,Mocha,,,,,
QA Tester,https://www.instahyre.com/job-329443-qa-tester-at-coffeebeans-hyderabad/,Hyderabad,CoffeeBeans,Building Machine Learning based products,2017.0,50,"CoffeeBeans helps businesses with cutting edge technology. Also creates multiple products in various different domains. The main expertise lies in Mobile Apps, Responsive Web apps and Big Data Analytics.",329443,Appium,Selenium,Java,API Testing,,,,,,
Senior Test Engineer,https://www.instahyre.com/job-318168-senior-test-engineer-at-swimlane-hyderabad/,Hyderabad,Swimlane,The leader in low-code security automation,2014.0,200,"Swimlane is a tech-led startup that provides cloud-scale, low-code security automation for security-forward organizations worldwide to prevent breaches and enable continuous compliance. ",318168,API Testing,UI Testing,Java,Automation Testing,SDET,,,,,
Senior Technical Writer Specialist,https://www.instahyre.com/job-327895-senior-technical-writer-specialist-at-smartq-bangalore/,Bangalore,SmartQ,Redefining cafeteria experience,2015.0,50,"SmartQ is a food and beverage organization that provides services related to Cafeteria management specializing in Digital Cafeteria, Corporate Catering, Food Experience, Cashless, Queueless, Paperless cafe, etc.",327895,Technical Writing,Product Lifecycle Management,Documentation,Business Analysis,Product Management,,,,,
Data Scientist,https://www.instahyre.com/job-327752-data-scientist-at-spring-financial-gurgaon/,Gurgaon,Spring Financial,Let's grow together,2015.0,200,"Spring Financial is a fintech company offering Canadians easy access to credit-building products, mortgage solutions, and personal loans to build credit and borrow responsibly via online, text, and phone options. ",327752,Computer Vision,Machine Learning,NLP,Python,,,,,,
DevOps Lead,https://www.instahyre.com/job-325321-devops-lead-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,325321,Python,Kubernetes,CI - CD,AWS,Google Cloud,,,,,
Sr. Drupal Developer,https://www.instahyre.com/job-329616-sr-drupal-developer-at-digitalapicraft-bangalore/,Bangalore,DigitalAPICraft,Crafting API ecosystems and experiences,2017.0,50,"DigitalAPICraft is a global SaaS company offering end-to-end API and cloud engineering services with a presence in the US, UK, and India, serving clients in retail, banking, insurance, telecom, and media sectors. ",329616,Drupal,JavaScript,jQuery,HTML,JSON,,,,,
QA Engineer,https://www.instahyre.com/job-327791-qa-engineer-internship-at-klimb-work-from-home/,Work From Home,Klimb.io,For Proactive Organisations Who Want Better Control Of Recruiting Outcomes,2015.0,10,"Klimb provides a cloud-based recruitment process management suite. Offers a product that aims to bring speed and intelligence to recruitment, and a learning platform which helps recruiters with tech hiring.",327791,Quality Assurance,Automation Testing,Database Testing,SDET,C++,,,,,
Data Engineer - SE / SSE,https://www.instahyre.com/job-310002-data-engineer-se-sse-at-zoomcar-bangalore/,Bangalore,Zoomcar,Self-Drive For Self-Driven,2012.0,200,"Zoomcar is a membership-based self-drive car rental service that allows individuals to rent vehicles. Its vehicle catalogue offers a wide variety of cars for self-drive, ranging from hatchbacks to SUVs and more. ",310002,Data Streaming,Data Warehousing,ETL,Kafka,,,,,,
Sr. ML Engineer,https://www.instahyre.com/job-318736-sr-ml-engineer-at-amazon-bangalore/,Bangalore,Amazon,Earth's most customer-centric company,1994.0,1000,"Amazon is the world's largest online retailer. The company has been referred to as ""one of the most influential economic and cultural forces in the world"", as well as the world's most valuable brand. ",318736,Machine Learning,Python,NLP,LLMs,MLOps,,,,,
Frontend Engineer,https://www.instahyre.com/job-324070-frontend-engineer-at-obviously-ai-bangalore/,Bangalore,Obviously AI,Providing a fast and precise no-code AI platform,2020.0,10,"Obviously AI is an AI-based predictive analytics startup that enables non-technical data scientists and business analysts to rapidly run predictions on their historical data, with just a few clicks. ",324070,JavaScript,React.js,Next.js,,,,,,,
Software Engineer,https://www.instahyre.com/job-100500-software-engineer-at-avaz-chennai-work-from-home/,"Chennai,Work From Home",Avaz,Making Every Voice Heard,2007.0,10,"Avaz is a picture-based communication and learning app for people with special needs. It empowers people to communicate their thoughts, emotions, ideas, needs, wants and is widely used in school to access learning. ",100500,Android,Flutter,Hybrid Apps,React Native,iOS,,,,,
Senior Data Engineer,https://www.instahyre.com/job-324842-senior-data-engineer-at-poppulo-bangalore/,Bangalore,Poppulo,Say Hello to a Better Way to Communicate,1996.0,500,"Poppulo is a communications and workplace technology company that offers solutions for seamless employee communication, easy office space management, and creative customer communications. ",324842,Alteryx,Azure Data Factory,Azure Synapse,ETL,Python,SQL,,,,
Angular Developer,https://www.instahyre.com/job-325318-angular-developer-at-ivy-comptech-pune/,Pune,Ivy Comptech,Gaming Software | Transaction Processing | Workflow Management | Games Design,2002.0,500,"IVY Comptech is a Computer Software company that engages in providing online and retail gaming in regulated markets. It owns brands like Bwin, Ladbrokes, Gala Coral, Partypoker, FoxyBingo, Sportingbet, etc.",325318,CSS,HTML,JavaScript,Angular,React.js,Vue.js,,,,
QA / Support Engineer,https://www.instahyre.com/job-329582-qa-support-engineer-at-portkey-bangalore/,Bangalore,Portkey,Shipping ambitious generative AI apps,2023.0,1,Portkey is a technology company building a full-stack LLM Ops platform that empowers AI builders to create production-ready Generative AI apps reliably and securely while also ensuring compliance. ,329582,API Testing,Postman,Selenium,Python,Quality Assurance,,,,,
Cloud Security,https://www.instahyre.com/job-326620-cloud-security-at-broadridge-bangalore/,Bangalore,Broadridge,Ready for next,1962.0,1000,"Broadridge is a financial services organization that provides services related to Data & Analytics, Communication, Technology, and operations, etc.",326620,Amazon CloudWatch,Cloud Security,AWS,CCSP,CISSP,Containers,,,,
Member of Technical Staff,https://www.instahyre.com/job-322100-member-of-technical-staff-at-pure-storage-bangalore/,Bangalore,Pure Storage,Helping innovators build a better world with data,2009.0,1000,Pure Storage is a technology company that is simplifying how people consume and interact with data by enabling them to quickly adopt next-generation technologies like AI and ML to maximize the data value. ,322100,AWS,Ansible,Azure,CI - CD,Docker,Google Cloud,Jenkins,Kubernetes,Linux,OpenStack
Sr. Java Developer,https://www.instahyre.com/job-329614-sr-java-developer-at-digitalapicraft-bangalore/,Bangalore,DigitalAPICraft,Crafting API ecosystems and experiences,2017.0,50,"DigitalAPICraft is a global SaaS company offering end-to-end API and cloud engineering services with a presence in the US, UK, and India, serving clients in retail, banking, insurance, telecom, and media sectors. ",329614,Java,Architecture,Data Structures,MongoDB,REST Assured,,,,,
Laravel Developer,https://www.instahyre.com/job-169015-laravel-developer-at-zethic-technologies-bangalore/,Bangalore,Zethic Technologies,Creative tech studio,2019.0,10,"Zethic is a technology startup that offers services for application development, UI/UX design, blockchain, chatbot, enterprise mobility, and startup kit to new ventures, SMBs, enterprises, and agencies. ",169015,JavaScript,PHP,Angular,Laravel,Node.js,React.js,Vue.js,Wordpress,,
Architecture Verification Engineer,https://www.instahyre.com/job-329484-architecture-verification-engineer-at-arm-bangalore/,Bangalore,Arm,Architecting a Smarter World,1990.0,1000,"Arm Holdings is a British multinational semiconductor and software design company. Their device architecture is used in smartphones to supercomputers, in medical instruments to agricultural sensors, and in base stations to servers.",329484,C,C++,UVM,VLSI Design,Verilog,,,,,
Fullstack Cloud Developer,https://www.instahyre.com/job-317599-fullstack-cloud-developer-at-barco-noida/,Noida,Barco,Enabling Bright Outcomes,1934.0,1000,"Barco is a global Electrical/Electronic Manufacturing company that focuses on Enterprise, Healthcare & Entertainment markets. It has expertise in Projectors, LED Displays, Monitors, Video Walls, etc.",317599,JavaScript,Angular,,,,,,,,
Senior Quality Engineer,https://www.instahyre.com/job-320286-senior-quality-engineer-at-american-express-gurgaon/,Gurgaon,American Express,Don't Leave Home Without It,1900.0,1000,"American Express is a Financial Services and global service company that has expertise in Financial Services, Business Travel, Corporate Card, Network Services and Merchants Services. ",320286,Performance Testing,SQL,Automation Testing,Java,API Testing,,,,,
Senior Solutioning Engineer,https://www.instahyre.com/job-326585-senior-solutioning-engineer-at-last9-work-from-home/,Work From Home,Last9,The graph for reliability,2020.0,1,Last9 is an SRE platform that makes the running system for large companies and start-ups easy and at scale. It correlates data across cloud providers and helps in preventing failures. ,326585,Python,Bash,Terraform,Shell Scripting,Kubernetes,,,,,
Fullstack Developer,https://www.instahyre.com/job-329682-fullstack-developer-at-walmart-global-tech-india-bangalore/,Bangalore,Walmart Global Tech India,Powering retail technology,1962.0,1000,Walmart is the world's largest company by revenue - approx $480 billion according to the Fortune Global 500 list in 2016 Walmart Labs is the technology arm of Walmart with a major development center in Bangalore. ,329682,JavaScript,Python,jQuery,Node.js,React.js,,,,,
Sr. Angular Developer,https://www.instahyre.com/job-329612-sr-angular-developer-at-digitalapicraft-bangalore/,Bangalore,DigitalAPICraft,Crafting API ecosystems and experiences,2017.0,50,"DigitalAPICraft is a global SaaS company offering end-to-end API and cloud engineering services with a presence in the US, UK, and India, serving clients in retail, banking, insurance, telecom, and media sectors. ",329612,Angular,JavaScript,HTML,CSS,jQuery,,,,,
Senior Data Scientist,https://www.instahyre.com/job-282341-senior-data-scientist-at-highlevel-work-from-home/,Work From Home,HighLevel,The fastest growing white-label platform,2018.0,500,"HighLevel is a SaaS-based B2B marketing platform that empowers marketing agencies with various automated tools across marketing, revenue, lead generation, and communication spaces. ",282341,MLOps,Machine Learning,Python,,,,,,,
Database Administrator,https://www.instahyre.com/job-320833-database-administrator-at-zupee-gurgaon/,Gurgaon,Zupee,India's biggest real money gaming platform,2018.0,200,"Zupee lets one pick any topic that they like and play the tournaments along with other players, and win real money, having choices ranging from Bollywood, Hollywood, Sports to Maths, Spellings, Hinglish, etc. ",320833,Database Administration,MongoDB,MySQL,AWS,,,,,,
Education Counselor,https://www.instahyre.com/job-261140-education-counselor-at-jaro-education-cochin/,Cochin,Jaro Education,Jaro Education | Jaro Toppscholars,2009.0,500,"Jaro Education is an Education Management platform that caters to the needs of the working professionals, by offering varied management programs through online mode. ",261140,Business Development,Corporate Sales,Direct Sales,International Sales,Sales,Telecalling,,,,
Software Developer 2 (Java),https://www.instahyre.com/job-294299-software-developer-2-java-at-arthmate-gurgaon/,Gurgaon,Arthmate,Enabling entrepreneurs,2020.0,10,"Arthmate is a non-banking finance company that provides credit solutions to internet-enabled MSMEs. It has lending models in a partnership approach that reduces risks, has risk pools and loss support arrangements. ",294299,Java,Microservices,Spring,,,,,,,
Data Engineer,https://www.instahyre.com/job-329429-data-engineer-at-q2-bangalore/,Bangalore,Q2,We're as passionate about our people as we are about our mission,2003.0,1000,"Q2 is a US-based financial experience company that provides digital banking and end-to-end lending solutions to banks, credit unions, alternative finance, and fintech companies across the globe. ",329429,Snowflake,Airflow,AWS,Spark,ETL,,,,,
Sr. Software Backend - Ad Traffic,https://www.instahyre.com/job-317619-sr-software-backend-ad-traffic-at-amazon-bangalore/,Bangalore,Amazon,Earth's most customer-centric company,1994.0,1000,"Amazon is the world's largest online retailer. The company has been referred to as ""one of the most influential economic and cultural forces in the world"", as well as the world's most valuable brand. ",317619,Java,Data Structures,Spring Boot,Microservices,Algorithms,,,,,
Fullstack Developer - Java,https://www.instahyre.com/job-280677-fullstack-developer-java-at-blue-yonder-bangalore-hyderabad/,"Bangalore,Hyderabad",Blue Yonder,Fulfill Your Potential,1985.0,1000,"Blue Yonder provides software solutions that address the supply chain management, business process, analytics, application, and e-commerce requirements of the retail industry. ",280677,Java,Hibernate,J2EE,Spring,Struts,,,,,
Marketing Manager,https://www.instahyre.com/job-324472-marketing-manager-at-shopflo-bangalore/,Bangalore,Shopflo,Supercharge the e-commerce experience,2021.0,10,Shopflo is a checkout platform for new-age e-commerce that has created a platform for D2C brands to help them maximize revenue from each of their customers while building a community of merchants. ,324472,Content Marketing,Digital Marketing,Social Media Marketing,,,,,,,
Java Developer,https://www.instahyre.com/job-329528-java-developer-at-msd-technologies-bangalore/,Bangalore,MSD Technologies,Leading engineering services and technical solution provider,2012.0,10,MSD Technologies provides engineering services specializing in the HVAC industry developing software for designing and rating of HVAC softwares along with producing machine tools heat exchangers. ,329528,Java,AWS,Amazon S3,Git,Kubernetes,,,,,
SDET,https://www.instahyre.com/job-184189-sdet-at-groww-2-bangalore/,Bangalore,Groww,"Investing made free, safe & easy",2017.0,500,"Groww is an online platform where users can find mutual funds to invest in and can invest their money without any hassles or charges. They help investors with full transparency, objective evaluation, and ease.",184189,Java,Automation Testing,SDET,Jenkins,Selenium,,,,,
Data Science Lead,https://www.instahyre.com/job-312950-data-science-lead-at-i2o-retail-work-from-home/,Work From Home,i2o Retail,Transforming e-commerce data into actionable insights,2018.0,10,"i2o Retail is a provider of AI-based suite solution for businesses. Its solution offerings include sales analytics, price tracking & monitoring, content monitoring & management, PPC, promotions management, etc. ",312950,Python,Machine Learning,,,,,,,,
Senior Software Engineer - Observability,https://www.instahyre.com/job-304818-senior-software-engineer-observability-at-fortanix-bangalore/,Bangalore,Fortanix,Confidential Computing,2016.0,10,"Fortanix is a Computer & Network Security company that has expertise in Runtime Encryption, Intel SGX, Self-Defending Key Management Service, HSM as a service, etc. ",304818,C,C++,Golang,Java,,,,,,
Senior Software Engineer,https://www.instahyre.com/job-307670-senior-software-engineer-at-superops-chennai/,Chennai,SuperOps,Superpowered for IT,2020.0,1,SuperOps is a SaaS startup focused on solving problems for modern IT teams using AI helping IT teams to efficiently manage IT infrastructure like networks. ,307670,CSS,HTML,JavaScript,React.js,,,,,,
Quality Analyst,https://www.instahyre.com/job-328960-quality-analyst-at-chalo-bangalore-vasco-da-gama/,"Bangalore,Vasco Da Gama",Chalo,Transit made simpler,2014.0,50,Chalo is an Android App that allows its users to search for the best way to commute from point A to point B by leveraging public and private transportation while comparing the cost and speed of each route. ,328960,Automation Testing,Manual Testing,SDET,Java,JavaScript,Python,QTP,Selenium,,
Senior Software Engineer,https://www.instahyre.com/job-329295-senior-software-engineer-at-keploy-bangalore/,Bangalore,Keploy,Open-source integration test generation platform,2021.0,10,"Keploy is an open-source integration test generation platform that automatically converts API calls into test cases with data mocks from user traffic, all without any manual effort. ",329295,C,Golang,,,,,,,,
Graphic Designer,https://www.instahyre.com/job-329541-graphic-designer-at-innovatily-2-bangalore/,Bangalore,Innovatily,Transform product vision into reality,2020.0,50,"Innovatily is an IT company proficient in ROI-driven tech services including software development, data science, analytics, product engineering, advanced AI/ML, and cloud solutions to transform the digital journey. ",329541,2D Animation,3D Animation,Graphic Design,Adobe After Effects,InDesign,Photoshop,,,,
Backend Engineer,https://www.instahyre.com/job-310565-backend-engineer-at-alle-bangalore/,Bangalore,Alle,Turning screenshots into a dynamic knowledge repository,2023.0,1,"Alle is a tech firm developing an application that transforms screenshots into a dynamic knowledge repository, automatically turning every piece of information in the screenshot into a searchable actionable link. ",310565,Python,Django,Algorithms,NoSQL,Data Structures,,,,,
Product Engineer,https://www.instahyre.com/job-321557-product-engineer-at-agnirva-bangalore/,Bangalore,Agnirva,A global community of space enthusiasts,2023.0,1,"Agnirva is a space community platform dedicated to nurturing curiosity and learning, aligned with the collective mission to explore the marvels of the cosmos and embody the spirit of scientific achievement. ",321557,JavaScript,Python,Flask,Node.js,React.js,,,,,
Database Architect,https://www.instahyre.com/job-327774-database-architect-at-games24x7-bangalore/,Bangalore,Games24x7,The Science of Gaming,2006.0,200,"Games24x7 is an onine gaming company that created RummyCircle, India's most popular card game. Offers an online multi-player skilled card game in popular formats for free and for cash. ",327774,MySQL,MongoDB,AWS,Shell Scripting,Python,,,,,
Sr. Golang Engineer,https://www.instahyre.com/job-328839-sr-golang-engineer-at-money-forward-bangalore/,Bangalore,Money Forward,Becoming the financial platform for all,2012.0,1000,"Money Forward is a Japan-based fintech company developing personal financial management apps and cloud platforms for accounting, tax, human resources, and financial services to serve both B2C and B2B markets. ",328839,Golang,SQL,AWS,Algorithms,Data Structures,,,,,
Delivery Manager,https://www.instahyre.com/job-328947-delivery-manager-at-msd-technologies-bangalore/,Bangalore,MSD Technologies,Leading engineering services and technical solution provider,2012.0,10,MSD Technologies provides engineering services specializing in the HVAC industry developing software for designing and rating of HVAC softwares along with producing machine tools heat exchangers. ,328947,Program Management,Java,Architecture,Product Management,,,,,,
Fullstack Developer,https://www.instahyre.com/job-326397-fullstack-developer-at-digit-insurance-pune/,Pune,Digit Insurance,"Bringing the change, living the change",2016.0,500,"Digit is a general insurance company that offers simplified general insurance products like insurance for cars, mobile handsets, travel, and jewelry, keeping the whole insurance process easy and hassle-free. ",326397,JavaScript,Java,Spring Boot,Angular,React.js,,,,,
.NET Developer (C#) - WPF,https://www.instahyre.com/job-270273-net-developer-c-wpf-at-axcend-automation-and-software-solutions-bangalore/,Bangalore,Axcend Automation and Software Solutions,Leading automation & IT services company,2001.0,50,"Axcend operates in industrial automation, manufacturing IT and digital manufacturing sector. They deliver engineering, development, testing & commissioning services across the complete value chain. ",270273,.NET,C#,,,,,,,,
Database Architect,https://www.instahyre.com/job-329606-database-architect-at-games24x7-bangalore/,Bangalore,Games24x7,The Science of Gaming,2006.0,200,"Games24x7 is an onine gaming company that created RummyCircle, India's most popular card game. Offers an online multi-player skilled card game in popular formats for free and for cash. ",329606,MySQL,Database Administration,AWS,Cassandra,SQL Server,,,,,
SDE - I / SDE - II - Java,https://www.instahyre.com/job-283095-sde-i-sde-ii-java-at-townhall-pune/,Pune,Townhall,Organising your virtual and hybrid events made easy,2020.0,10,Townhall is a hybrid-native intelligent events technology platform that has served hundreds of virtual and hybrid events and helped event planners to create memorable experiences for their attendees. ,283095,Java,Spring,,,,,,,,
Executive - Corporate Communications,https://www.instahyre.com/job-327476-executive-corporate-communications-at-greenmile-consultancy-services-hosur/,Hosur,Greenmile Consultancy Services,"At Greenmile, we go beyond conventional consulting",2013.0,10,"Greenmile is a business consulting firm that empowers 200+ leading clients with business strategies, engagement initiatives, targeted development programs, and more to promote sustainable growth. ",327476,Brand Management,Digital Marketing,Marketing Communication,,,,,,,
DevOps Engineer,https://www.instahyre.com/job-301749-devops-engineer-at-rigi-bangalore/,Bangalore,Rigi,Enabling Creators to monetise,2021.0,50,"Rigi is an early-stage start-up that has raised pre-seed investment. The platform helps creators, influencers, and celebrities in managing, growing and monetizing their community and fanbase. ",301749,CI - CD,Linux,Ansible,AWS,Azure,Docker,Google Cloud,Jenkins,Kubernetes,New Relic
Software Developer,https://www.instahyre.com/job-329594-software-developer-at-arm-bangalore/,Bangalore,Arm,Architecting a Smarter World,1990.0,1000,"Arm Holdings is a British multinational semiconductor and software design company. Their device architecture is used in smartphones to supercomputers, in medical instruments to agricultural sensors, and in base stations to servers.",329594,C++,Assembly Language,C,Linux,Python,,,,,
Founder's Office Associate,https://www.instahyre.com/job-318808-founders-office-associate-at-shopflo-bangalore/,Bangalore,Shopflo,Supercharge the e-commerce experience,2021.0,10,Shopflo is a checkout platform for new-age e-commerce that has created a platform for D2C brands to help them maximize revenue from each of their customers while building a community of merchants. ,318808,Corporate Strategy,General Management,Strategic Planning,,,,,,,
Senior Backend Engineer,https://www.instahyre.com/job-327555-senior-backend-engineer-at-tifin-mumbai/,Mumbai,TIFIN,Shaping the future of investing,2018.0,50,"TIFIN is a venture capital firm that conceives, creates, and operates fintech companies in the areas of wealth management, investments, personal finance, and asset management. ",327555,Django,Python,,,,,,,,
DevOps Engineer - 2,https://www.instahyre.com/job-306787-devops-engineer-2-at-bigbasket-bangalore/,Bangalore,Bigbasket.com,India’s largest Online Supermarket delivering household needs to your doorstep,2011.0,1000,Provides online platform and mobile apps for home delivery of groceries and essentials. Also has various private labels such as Fresho for produce and Popular and Royal for staples. Has raised over $250 million in funding and is market leader.,306787,DevOps,AWS,Python,Kubernetes,Terraform,,,,,
Software Engineer - Frontend,https://www.instahyre.com/job-289144-software-engineer-frontend-at-avoma-pune/,Pune,Avoma,The all-in-one AI meeting assistant for working remotely,2017.0,10,"Avoma is an AI meeting assistant, collaboration, and intelligence SaaS platform for businesses, It automates common tasks such as summarize meeting notes, extract key topics, action items discussed, etc. ",289144,CSS,HTML,JavaScript,React.js,,,,,,
Frontend Developer - UI,https://www.instahyre.com/job-315442-frontend-developer-ui-at-tekion-chennai/,Chennai,Tekion,A Cloud Platform Transforming The Automotive Industry,2016.0,1000,Tekion is building a cloud platform to transform the automotive retail industry. Their technology empowers automotive retail to deliver uncompromised and unparalleled customer experiences. ,315442,CSS,HTML,JavaScript,React.js,jQuery,,,,,
Front - End Developer,https://www.instahyre.com/job-324840-front-end-developer-at-holiday-inn-club-vacations-bangalore/,Bangalore,Holiday Inn Club Vacations,Creating meaningful travel experiences,1982.0,1000,"Holiday Inn Club Vacations is a hospitality firm operating over 24+ hotel and resorts across the United States and Mexico, offering all kinds of luxury accommodation, hospitality services and loyalty programs. ",324840,CSS,HTML,JavaScript,React.js,,,,,,
